"","Kinetics_key","Study key","Genus","Sub-genus","Virus","Strain","Temperature range (°C)","Temperature","Relative humidity range (RH, in %)","Relative humidity","pH","Studied matrix - fully names","Standardised matrices","Medium","Inoculum","Quantification method","Replicate","Re-transcribed tables or digitalised figures","Table or Figure of the study","References","DOI","log10D_AEM","nb_points","Dvalues","Dvalues_stderr","Dvalues_CV","log10D","s1","s2","s3","S"
"293","K297","Szpiro2020","Alphacoronavirus","Tegacovirus","FCoV","RVB-1261","25",25,"65","65","NA","Viral suspension diluted in culture media before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1C.png","Figure 1C","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",6,24.8706108111815,1.95802615528383,0.07872851093804,1.39568645148096,3,3,4,13
"294","K298","Szpiro2020","Alphacoronavirus","Tegacovirus","FCoV","RVB-1262","25",25,"65","65","NA","Viral suspension diluted in artificial mucus/saliva mixture before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1C.png","Figure 1C","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",4,12.0721031373349,4.60416837245938,0.381389085239029,1.08178293715389,2,3,1,7
"295","K301","Bivins2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","20",20,"100","100","NA","Water inoculated with high (1E5 TCID50/ml) titers of infectious SARS-CoV-2","Environmental samples","Liquid medium","100 μL of fresh culture medium","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_Bivins2020_Figure1Middle.png","Figure1 Middle","Bivins, A. et al. Persistence of SARS-CoV-2 in Water and Wastewater. Environ. Sci. Techno. Lett.7, 937-942, doi:10.1021/acs.estlett.0c00730 (2020)","10.1021/acs.estlett.0c00730","NA",11,49.9582151808651,6.62107948222609,0.132532346447038,1.6986069142708,4,3,1,13
"296","K304","Dai2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","GDPCC-nCOV4","4",4,"NA","NA","NA","Salmon-attached SARS-CoV-2","Food (salmon)","Porous surface","1 ml of the viral liquid (6.55 log) for viral titration","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Dai2020_SuppTable","SupplementaryTable1","Dai, M. et al. Long-term survival of salmon-attached SARS-CoV-2 at 4°C as a potential source of transmission in seafood markets. doi:10.1101/2020.09.06.284695 (2020)","10.1093/infdis/jiaa712","NA",10,86.4359213559078,19.7511980922778,0.228506826588339,1.93669426567981,4,3,1,13
"297","K305","Dai2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","GDPCC-nCOV4","25",25,"NA","NA","NA","Salmon-attached SARS-CoV-2","Food (salmon)","Porous surface","1 ml of the viral liquid (6.55 log) for viral titration","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Dai2020_SuppTable","SupplementaryTable1","Dai, M. et al. Long-term survival of salmon-attached SARS-CoV-2 at 4°C as a potential source of transmission in seafood markets. doi:10.1101/2020.09.06.284695 (2020)","10.1093/infdis/jiaa712","NA",3,15.7377049180328,2.94928086222205,0.187402221453693,1.1969413980288,1,3,1,4
"298","K306","Dai2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","GDPCC-nCOV4","4",4,"100","100","NA","DMEM 126 culture medium","Liquid culture medium","Liquid medium","1 ml of the viral liquid (6.55 log) for viral titration","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Dai2020_SuppTable","SupplementaryTable2","Dai, M. et al. Long-term survival of salmon-attached SARS-CoV-2 at 4°C as a potential source of transmission in seafood markets. doi:10.1101/2020.09.06.284695 (2020)","10.1093/infdis/jiaa712","NA",4,434.285711901139,227.952498058925,0.524890623412488,2.63777554120987,2,3,1,7
"299","K307","Dai2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","GDPCC-nCOV4","25",25,"100","100","NA","DMEM 126 culture medium","Liquid culture medium","Liquid medium","1 ml of the viral liquid (6.55 log) for viral titration","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Dai2020_SuppTable","SupplementaryTable2","Dai, M. et al. Long-term survival of salmon-attached SARS-CoV-2 at 4°C as a potential source of transmission in seafood markets. doi:10.1101/2020.09.06.284695 (2020)","10.1093/infdis/jiaa712","NA",4,61.4141413888272,2.66017948335299,0.043315422526398,1.78826838449617,2,3,4,10
"300","K308","Sala-Comorera2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","nCoV-Italy-INMI1","4",4,"100","100","NA","filter sterilised river water","Water","Liquid medium","1 ml of virus suspension (unknown concentration)","CPE in VeroE6 cells (TCID-50) ","Duplicate","Fig_SalaComorera2021_1.png","Figure 1","Sala-Comorera, L. et al. Decay of infectious SARS-CoV-2 and surrogates in aquatic environments. Water research201, 117090, doi:10.1016/j.watres.2021.117090 (2021)","10.1016/j.watres.2021.117090","NA",11,90.3022008767222,8.49566849589913,0.0940804145792323,1.95569833521902,4,3,4,16
"301","K309","Sala-Comorera2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","nCoV-Italy-INMI1","20",20,"100","100","NA","filter sterilised river water","Water","Liquid medium","1 ml of virus suspension (unknown concentration)","CPE in VeroE6 cells (TCID-50) ","Duplicate","Fig_SalaComorera2021_1.png","Figure 1","Sala-Comorera, L. et al. Decay of infectious SARS-CoV-2 and surrogates in aquatic environments. Water research201, 117090, doi:10.1016/j.watres.2021.117090 (2021)","10.1016/j.watres.2021.117090","NA",8,44.9607218242809,5.04022866327281,0.112102930263696,1.65283327502065,4,3,1,13
"302","K310","Sala-Comorera2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","nCoV-Italy-INMI1","4",4,"100","100","NA","filter sterilised seawater","Water","Liquid medium","1 ml of virus suspension (unknown concentration)","CPE in VeroE6 cells (TCID-50) ","Duplicate","Fig_SalaComorera2021_1.png","Figure 1","Sala-Comorera, L. et al. Decay of infectious SARS-CoV-2 and surrogates in aquatic environments. Water research201, 117090, doi:10.1016/j.watres.2021.117090 (2021)","10.1016/j.watres.2021.117090","NA",8,43.164213157133,4.89150757274384,0.113323218818724,1.63512382854082,4,3,1,13
"303","K311","Sala-Comorera2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","nCoV-Italy-INMI1","20",20,"100","100","NA","filter sterilised seawater","Water","Liquid medium","1 ml of virus suspension (unknown concentration)","CPE in VeroE6 cells (TCID-50) ","Duplicate","Fig_SalaComorera2021_1.png","Figure 1","Sala-Comorera, L. et al. Decay of infectious SARS-CoV-2 and surrogates in aquatic environments. Water research201, 117090, doi:10.1016/j.watres.2021.117090 (2021)","10.1016/j.watres.2021.117090","NA",6,25.8123203260411,0.763064544612131,0.0295620283249896,1.41182704598138,3,3,4,13
"304","K312","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","21",21,"60","60","NA","Nitrile glove","Rubber","Non-porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_NitrileGlove.png","Figure 1 (Nitrile glove)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",5,37.6499658779534,9.56859403029563,0.25414615411109,1.57576458693716,2,3,1,7
"305","K313","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"70","70","NA","Nitrile glove","Rubber","Non-porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_NitrileGlove.png","Figure 1 (Nitrile glove)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",4,21.9984912325929,4.88058321111206,0.221859906641279,1.34239289573907,2,3,1,7
"306","K314","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","13",13,"66","66","NA","Nitrile glove","Rubber","Non-porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_NitrileGlove.png","Figure 1 (Nitrile glove)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",5,79.9572311548006,7.5310904570405,0.0941889851395677,1.90285774648895,2,3,4,10
"307","K315","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","5",5,"75","75","NA","Nitrile glove","Rubber","Non-porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_NitrileGlove.png","Figure 1 (Nitrile glove)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",6,273.791791768729,41.4139947234958,0.151260906895551,2.43742042391856,3,3,1,10
"308","K316","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","21",21,"60","60","NA","Tyvek","Tyvek","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_Tyvek.png","Figure 1 (Tyvek)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",5,30.3880441413365,3.28615363616465,0.108139688782883,1.48270274858406,2,3,1,7
"309","K317","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"70","70","NA","Tyvek","Tyvek","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_Tyvek.png","Figure 1 (Tyvek)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",4,20.5465948733686,3.77012066428452,0.183491264003611,1.31273985783057,2,3,1,7
"310","K318","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","13",13,"66","66","NA","Tyvek","Tyvek","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_Tyvek.png","Figure 1 (Tyvek)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",5,103.355103549314,8.98091339334812,0.0868937583625275,2.01433192642612,2,3,4,10
"311","K319","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","5",5,"75","75","NA","Tyvek","Tyvek","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_Tyvek.png","Figure 1 (Tyvek)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",7,298.094685395943,30.4973684758172,0.102307655821872,2.47435423324903,3,3,1,10
"312","K320","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","21",21,"60","60","NA","N95 Mask","Mask","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_N95Mask.png","Figure 1 (N95 Mask)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",5,29.7773946799787,1.18564882990601,0.0398170774390547,1.47388669725747,2,3,4,10
"313","K321","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"70","70","NA","N95 Mask","Mask","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_N95Mask.png","Figure 1 (N95 Mask)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",4,20.7422375798507,4.05972376307992,0.195722556327461,1.31685560432713,2,3,1,7
"314","K322","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","13",13,"66","66","NA","N95 Mask","Mask","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_N95Mask.png","Figure 1 (N95 Mask)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",5,86.8438714648591,11.8655984698305,0.136631385377975,1.93873917588726,2,3,1,7
"315","K323","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","5",5,"75","75","NA","N95 Mask","Mask","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_N95Mask.png","Figure 1 (N95 Mask)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",6,331.222431257397,74.6549261932352,0.225392120665946,2.52011974067756,3,3,1,10
"316","K324","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","21",21,"60","60","NA","Cloth","Cloth","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_Cloth.png","Figure 1 (Cloth)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",2,12.7573512435723,NA,NA,1.10576051296567,1,3,1,4
"317","K325","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"70","70","NA","Cloth","Cloth","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_Cloth.png","Figure 1 (Cloth)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",3,24.7053255456523,12.9854573366951,0.525613690566419,1.39279058102442,1,3,1,4
"318","K326","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","13",13,"66","66","NA","Cloth","Cloth","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_Cloth.png","Figure 1 (Cloth)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",5,96.1218557532883,16.38146804174,0.170423967716412,1.98282214681385,2,3,1,7
"319","K327","Kwon2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","5",5,"75","75","NA","Cloth","Cloth","Porous surface","5 × 104 50% tissue culture infectious dose (TCID50) of SARS-CoV-2.","Cellular infectivity by TCID50 in Vero E6 cells","Triplicate","Fig_Kwon2021_1_Cloth.png","Figure 1 (Cloth)","Kwon, T., Gaudreault, N. N. & Richt, J. A. Environmental stability of sars‐cov‐2 on different types of surfaces under indoor and seasonal climate conditions. Pathogens (Basel, Switzerland)10, 1-8, doi:10.3390/pathogens10020227 (2021)","10.3390/pathogens10020227","NA",6,161.856913080754,21.3630367202736,0.131987175052666,2.20913125331355,3,3,1,10
